recipeID,recipeName,recipeType,recipeMaterialId,recipeMaterial,recipeCount,recipePrepartion,recipeCooking,recipeDescription
139,Bundan Pratiği Yok: Yalancı Tavuk Göğsü,SÜTLÜ TATLI TARİFLERİ,"['102', '99', '123', '23', '168', '163']","['tereyağı', 'elenmiş un', 'toz şeker', 'süt', 'vanilya', 'tarçın']",6 kişilik,10 dakika,20 dakika,Tereyağını derin bir tencerede eritin.Elenmiş unu ekleyip kavurmaya başlayın.Un sararıp kokusu çıkmaya başlayınca sütü yavaş yavaş ekleyerek hızlı hareketlerle bir çırpıcı yardımıyla karıştırın.Şekeri ekleyip muhallebi kıvamına gelene kadar karıştırarak pişirin.Üzeri göz göz olunca vanilyayı ekleyip ocağın altını kapatın.Muhallebiyi yaklaşık 7-8 dakika boyunca bir mikserle yüksek devirdi çırpın.Muhallebiyi su ile ıslattığınız bir borcama dökün ve soğumaya bırakın.Oda sıcaklığına gelince buzdolabına koyun ve en az 4 saat boyunca dolapta bekletin. Servis ederken tarçın serpebilirsiniz. Afiyet olsun.
140,Hafiflik Şöleni: Kupta Kadayıflı Muhallebi,SÜTLÜ TATLI TARİFLERİ,"['122', '102', '123', '79', '23', '99', '109', '123', '9', '20']","['tel kadayıf', 'tereyağı', 'toz şeker', 'dövülmüş ceviz içi', 'süt', 'un', 'nişasta', 'toz şeker', 'yumurta sarısı', 'krema']",6 adet,15 dakika,25 dakika,"Genişçe bir teflon tavada 3 yemek kaşığı tereyağını eritip, üzerine 500 gram tel tel ayrılmış kadayıfı ve 4 yemek kaşığı toz şekeri ekleyerek altın rengini alana kadar kavurun.1 su bardağı dövülmüş cevizi de ilave edip bir süre daha kavurun ve ocaktan alın.Muhallebiyi hazırlamak için, derin bir tencerede 1 litre sütü, 3 yemek kaşığı unu, 3 yemek kaşığı nişastayı, 1 su bardağı toz şekeri ve 1 adet yumurta sarısını orta ateşte koyulaşana kadar sürekli karıştırarak pişirin.Muhallebi kıvamını aldıktan sonra ocaktan alarak, 10 dakika soğumaya bırakın.Son olarak soğuyan muhallebiye 1 paket krema ilave edip ve mikser yardımı ile pürüzsüz bir kıvam alana kadar çırpın.Servis edeceğimiz kupların tabanına hazırladığımız kadayıflı karışımdan bir miktar koyduktan sonra muhallebiyi ekleyin ve üzerine tekrar kavrulmuş kadayıftan ekleyip çileklerle süsleyin. Kupta kadayıflı muhallebiler hazır, afiyet olsun!"
141,Yapımı En Kolay: Ayran Aşı Çorbası,ÇORBA TARİFLERİ,"['42', '135', '24', '24', '144', '185', '35']","['buğday', 'nohut', 'süzme yoğurt', 'yoğurt', 'su', 'tuz', 'dereotu']",5 kişilik,20 dakika,50 dakika,"1 su bardağı buğdayı kaynayan suyun içerisine aktarın, üzerine su ilave ederek pişirmeye başlayın.Pişen buğdayları ocaktan alın ve süzdürün.Büyük bir karıştırma kasesinin içine 250 gram yoğurt ve süzme yoğurdu alıp çırpın.1 su bardağı haşlanmış nohut ve buğdayı ekleyin. 1 tatlı kaşığı tuz da ilave ederek karıştırın.Üzerine 1 su bardağı soğuk suyu azar azar ekleyerek kıvamını ayarlayın.Ardından dereotunu da ekleyerek güzelce karıştırın.Çorbanızı 1 saat buzdolabında soğuttuktan sonra servis edin. Afiyet olsun!"
142,Evi Ocakbaşına Çevirdik: Adana Kebap,ET TARİFLERİ,"['41', '183', '185', '127', '102', '194']","['kıyma', 'pul biber', 'tuz', 'karabiber', 'tereyağı', 'kapya biber']",6 kişilik,30 dakika,20 dakika,"Kıymaya pul biberini ekleyin ve 15 dakika yoğurun.Sonrasın da tuz, kapya biber ve tereyağını da ekleyip 5 dakika daha yoğurmaya devam edin.Yoğururken ara ara elinizi ıslatın. Böylelikle yoğurma işlemi daha kolay olacaktır. Homojen bir kıvama gelene kadar yoğurun.Kıvam alan kıymadan parçalar koparıp çöp şişlere geçirin.En az 5-6 saat dinlenmesi için buzdolabına kaldırın.Süre sonunda ister fırında, isterseniz de tava da pişirebilirsiniz. Fırında pişireceksiniz 180 derecede önceden ısıtılmış fırında 20 dakika kadar ters yüz ederek pişirebilirsiniz. Dilerseniz pişirme kağıdı serili bir fırın tepsisinde ya da fırın ızgarası üzerinde pişirebilirsiniz.Yanına bol garnitür ve ayranla servis edebilirsiniz. Afiyet olsun."
143,Dert Yok Beklemek Yok: Mayasız Poğaça,POĞAÇA TARİFLERİ,"['176', '23', '9', '102', '99', '185', '121', '188', '9', '57', '170']","['sıvı yağ', 'süt', 'yumurta', 'tereyağı', 'un', 'tuz', 'kabartma tozu', 'ufalanmış beyaz peynir', 'yumurta sarısı', 'susam', 'çörek otu']",12 adet orta boy,15 dakika,25 dakika,"Süt, sıvı yağ, yumurtayı geniş bir kaseye alın. İçerisine oda sıcaklığında tereyağını da ekleyerek güzelce karıştırın.Elemiş olduğunuz unun yarısını, tuz ve kabartma tozunu ekleyin. Bir tahta kaşık veya spatula ile hamur karıştırmaya başlayın. Elinize yapışmayacak bir kıvama gelen dek unu azar azar ilave edin.Ele yapışmayan yumuşak bir hamur elde etmiş olmasınız.Hamuru önce 4 eşit parçaya, ardından her parçayı 3 eşit parçaya bölerek toplamda 12 adet hamur parçası elde edin. Hamurları elinizde yuvarlayın.Hamurları elinizle bastırıp düzleştirin. Yuvarlak hamur içerisine 1 tatlı kaşığına yakın ufalanmış beyaz peynir ekleyin. Ardından sol ve sağ tarafından birleştirip hamuru kapatın. Parmağınızla kilitleyerek hamurun iyice kapandığına emin olun.Yağlı kağıt serdiğiniz fırın tepsisine hamuru birleştirdiğiniz kısımlar alta gelecek şekilde tepsiye poğaçaları dizin.Yumurta sarısını bir fırçayla üzerlerine güzelce yedirin. Susam ve çörek otunu dilediğiniz gibi serpiştirin.Önceden ısıtılmış 180 derece fansız fırında 20-25 dakika kontrollü olarak pişirin. Fırından çıkardıktan sonra en az 10 dakika kadar dinlendirin.Ardından dilediğiniz gibi servis edin. Dilerseniz soğuduktan sonra hava almayan paket veya poşette buzlukta muhafaza edebilir, dilediğiniz zaman fırında ısıtarak servis edebilirsiniz. Afiyet olsun!"
146,Olabilecek En Pratik Haliyle: İrmik Tatlısı,ŞERBETLİ TATLI TARİFLERİ,"['9', '123', '176', '24', '118', '99', '121', '190', '123', '144', '94']","['yumurta', 'toz şeker', 'sıvı yağ', 'yoğurt', 'irmik', 'un', 'kabartma tozu', 'vanilin', 'toz şeker', 'su', 'limon']",8 kişilik,5 dakika,45 dakika,"Şerbet için tencereye su ve şekeri alın ve şeker eriyene kadar karıştırın. Orta ateşte kaynamaya bırakın. Kaynamaya başladıktan 20 dakika sonra limon suyunu ekleyin. 5 dk daha kaynatıp ocaktan alın.Kek için yumurta ve şekeri köpük oluncaya kadar çırpın. Üzerine sıvı yağ, yoğurt ekleyin çırpmaya devam edin.Elenmiş unu ilave edin.İrmik, kabartma tozu ve vanilyayı ilave ederek son kez çırpın.Yağladığınız borcama harcı dökün.Önceden ısıtılmış 170 derecelik fırında yaklaşık 30 dakika pişirin.Kek piştikten sonra fırından alarak ılımaya bırakın. Ilıyan keki dilimleyin ve şerbeti yavaş yavaş dökün.Dilediğiniz şekilde süsleyip servis edebilirsiniz. Afiyet olsun."
147,İkramların Şahı: Acılı Ezme,MEZE TARİFLERİ,"['1', '7', '96', '3', '8', '189', '94', '39', '72', '38', '196', '185']","['büyük boy domates', 'yeşil sivri biber', 'sarımsak', 'taze soğan', 'maydanoz', 'biber salçası', 'taze sıkılmış limon suyu', 'zeytinyağı', 'nar ekşisi', 'nane', 'kırmızı biber', 'tuz']",4 kişilik,30 dakika,0 dakika,"Küçük bir kaseye biber salçası, taze sıkılmış limon suyu, zeytinyağı, nar ekşi ve baharatları ekleyin.İyice karıştırarak malzemelerin bir araya gelmesini sağlayın.Domateslerin kabuklarını soyduktan sonra 4 eşit parçaya bölün. İçindeki çekirdekleri ve sulu kısmı çıkarın ve çok küçük parçalar halinde doğrayın.Ortadan ikiye kesip çekirdeklerini çıkardığınız yeşil sivri biberleri küçük parçalar halinde doğrayın.Bol suda yıkadıktan sonra suyunu süzdürdüğünüz maydanoz ve taze soğanları incecik kıyın. Sarımsakları rendeleyin.Tüm malzemeleri bir araya toplayıp biber salçalı karışım, tuz, nane ve kırmızı biberle karıştırın.Hazırladığınız acılı ezmeyi arzuya göre soğuk olarak taze taze sevdiklerinizle paylaşın."
148,Çıtırlığının Sırları Var: Karnabahar Kızartması,SEBZE TARİFLERİ,"['112', '144', '99', '23', '9', '185', '99', '176']","['orta boy karnabahar', 'sıcak su', 'un', 'süt', 'yumurta', 'tuz', 'un', 'sıvı yağ']",4 kişilik,20 dakika,20 dakika,"Sert yapıda olan kök kısmını kestiğiniz ve yeşil yapraklarını temizlediğiniz orta boy karnabaharı, çiçeklerine ayırın.Karnabaharın kendine has kokusunu alması ve sindirimi rahatlatması adına tencereye aktardığınız unlu sıcak suda karnabaharları 6-8 dakika kadar haşlayın.Haşlanan karnabaharları suyunu süzdükten sonra bir kevgir yardımıyla servis tabağına çıkartın.Kızartma harcı için; ayrı bir kaba aldığınız yumurtalar, süt, un ve tuzu bir çırpıcı yardımıyla pürüzsüz bir kıvam alana kadar karıştırın.Sıvı yağı geniş tabanlı bir tavada kızdırın. Kızartma harcına tamamen batırdığınız haşlanmış karnabaharları, kızgın yağda altın sarısı renk alana kadar kızartın.Fazla yağını bırakması için kağıt havlu üzerinde beklettiğiniz kızarmış karnabaharları, ılık olarak arzuya göre yoğurt sosuyla birlikte servis edin. Sevdiklerinizle paylaşın."
149,Patlıcan Mest: İslim Kebabı,ET TARİFLERİ,"['6', '39', '1', '196', '41', '3', '99', '96', '9', '185', '183', '105', '127', '39', '1', '96', '144', '185', '127']","['orta boy patlıcan', 'zeytinyağı', 'orta boy domates', 'orta boy yeşil biber', 'orta yağlı kıyma', 'orta boy kuru soğan', 'galeta unu', 'sarımsak', 'yumurta', 'tuz', 'pul biber', 'kimyon', 'karabiber', 'zeytinyağı', 'domates', 'sarımsak', 'sıcak su', 'tuz', 'karabiber']",8 adet,30 dakika,25 dakika,"Kabuklarını alacalı şekilde soyduğunuz patlıcanları keskin bir bıçak yardımıyla uzun ince şeritler halinde dilimleyin. Acısının çıkması için tuzlu suda bekletin.Orta yağlı dana kıymayı karıştırma kabına alın. Rendelenmiş kuru soğan, yumurta ve galeta unu, sarımsak, tuz, karabiber, pul biber ve kimyon katın.Köfte harcını özleşene kadar yaklaşık 10-15 dakika yoğurun.Köfte harcını altı cevizden biraz daha büyük parçalar ayırınAvuç içinizde yuvarladığınız köfteleri,  tavada arkalı önlü ters çevirerek pişirin.Tuzlu suda dinlenen patlıcanların suyunu süzüp bol suda durulayın. Üzerlerini bir kağıt havlu yardımıyla kurulayın. Yağı kızdırdığınız tavada arkalı önlü ters çevirerek kızartın. Fazla yağını kağıt havlu yardımıyla alın.Sap kısımlarını aldığınız yeşil biberleri dört eşit parçaya bölün. Cherry domatesleri ikiye bölün.İki adet kızarmış patlıcan şeridini artı şeklini alacak şekilde servis tabağına yerleştirin. Orta kısmına bir adet kızarmış köfte koyup kapatın.Üzerine bir parça yeşil biber ve cherry domates yerleştirip kürdanla tutturun. Tüm köfteleri aynı şekilde patlıcan şeritlerine sardıktan sonra fırın tepsisine yerleştirin.Sosu için; zeytinyağını küçük bir sos tenceresinde kızdırın. Rendelenmiş domates ve  sarımsağı pişirin. Tuz ve karabiberini de ekledikten sonra 4-5 dakika kadar kaynatıp ocaktan alın.Hazırladığınız sosu patlıcanları aldığınız fırın tepsisine aktarın.İslim kebaplarını önceden ısıtılmış 180 derece fırında 30 dakika kadar pişirdikten sonra sıcak olarak servis edin.Afiyetler olsun!"
150,Kıvamı Tam Yerinde: Gelin Pastası,PASTA TARİFLERİ,"['9', '123', '99', '121', '168', '23', '23', '123', '99', '109', '14', '15', '47']","['yumurta', 'toz şeker', 'un', 'kabartma tozu', 'vanilya', 'soğuk süt', 'süt', 'toz şeker', 'un', 'nişasta', 'krem şanti', 'Hindistan cevizi', 'fındık içi']",9 dilim,20 dakika,30 dakika,"Kekini hazırlamak için; derin bir kaba yumurtaları kırın ve üstüne toz şekeri ilave edin. Köpük kıvamına gelene dek, bir mikser yardımıyla yaklaşık 4-5 dakika boyunca çırpın.Ardından bu karışıma un, kabartma tozu ve toz vanilini de ilave edip, mikserle 3 dakika daha çırpın.Hazırladığınız kek karışımını sadece dibini yağladığınız kare, ısıya dayanıklı bir fırın kabına dökün. Önceden ısıtılmış 170 derece fırında yaklaşık 30 dakika pişmeye bırakın. Pişme sırasında ara ara kontrol etmeyi unutmayın.Kekiniz piştikten sonra fırından çıkartın ve tamamen soğuması için bir kenara kaldırın.Kek tamamen soğuduktan sonra üstüne sütü dökün ve sütün hepsini çekmesi için yaklaşık 20 dakika kadar bir kenarda bekletin.Muhallebisi için; süt, şeker, un ve nişastayı bir tencereye alın ve bir tel çırpıcı yardımıyla güzelce çırpın.Ocağın altını açın ve sürekli karıştırarak kaynayana dek pişirin. Kaynamaya başlayıp, boza gibi yoğun bir kıvam aldığında altını kapatın.Muhallebi biraz ılıklaştıktan sonra içersine toz krem şantiyi katın ve bir mikser yardımıyla yaklaşık 3-4 dakika boyunca çırpın.Sütü içerisine tamamen çekmiş olan kekinizin üstüne muhallebiyi güzelce yayın ve üstünü streç filmle kaplayıp bir gece buzdolabında bekletin.Ertesi gün üstünü bolca hindistan ceviziyle kaplayın.Dilimleyin ve kırık fındıkla süsleyerek servis edin. Afiyetler olsun!"
152,Üç Beyazdan Uzak: Üç Malzemeli Şekersiz Kurabiye,TATLI KURABİYE TARİFLERİ,"['47', '49', '89', '12']","['fındık unu', 'bal', 'olgun muz', 'kakao']",1 tepsi,15 dakika,8 dakika,Fırını 165 dereceye ısıtın.Muzu fazla sulandırmadan çatal yardımıyla ezerek püre kıvamına getirin.Fındık ununu yavaşça ilave edin ve spatula yardımıyla karıştırın.Balı da ilave edin ve hamuru tamamen homojen oluncaya kadar karıştırın.Eğer isterseniz bu aşamada kakao ilave edebilirsiniz.Kurabiye hamurunun ele yapışmamasına dikkat edin. Eğer ele fazla yapışıyor ve şekil almıyorsa kıvamına gelinceye kadar fındık unu ilave edebilirsiniz.Fakat bu kıvamı normal kurabiye kıvamıyla kıyaslamayın. Tek kıstas hamurun cıvık olmaması.Fırın tepsisine yağlı kağıt serin. Yuvarlayarak tepsiye yerleştirin. Parmak ucunuzla hafifçe bastırarak yassılaştırın.Porsiyonladığınız kurabiyelerden 2-3 cm daha küçük çaplı bir kapağı kurabiyenin ortasına hafifçe bastırarak şekil verin.7-8 dakika pişirin ve pişmesi için fazlaca renk almasını değil de kurabiyelerin altının pişip pişmediğini kontrol edin. Hafif yumuşak bir kıvamda pişecek ve zamanla sertleşecektir. Fırından alıp dinlendirdikten sonra servis edebilirsiniz. Afiyetler olsun!
154,Ekşili: Zeytinyağlı Kuru Patlıcan Dolması,ZEYTİNYAĞLI TARİFLERİ,"['6', '17', '3', '96', '72', '1', '189', '38', '144', '127', '183', '185', '39', '144', '144', '144', '185', '39']","['kurutulmuş patlıcan', 'pirinç', 'soğan', 'sarımsak', 'nar ekşisi', 'domates salçası', 'biber salçası', 'kuru nane', 'sumak', 'karabiber', 'pul biber', 'tuz', 'zeytinyağı', 'sıcak su', 'su', 'sumak', 'tuz', 'zeytinyağı']",30 adet,30 dakika,40 dakika,"Kurutulmuş patlıcanları kaynayan suyun içerisine atın ve yumuşayana kadar, yaklaşık 5-7 dakika bekletin. Ardından suyunu süzdürerek soğuk suya alın.Patlıcanlar soğuduktan sonra sudan alın ve sularını süzdürün. İç harcını hazırlamak için; pilav tenceresinde zeytinyağıyla birlikte soğanları yumuşayana kadar soteleyin.Ardından sarımsak, domates ve biber salçasını da ekleyip 3-4 dakika daha kavurun. Yıkayıp süzdüğünüz pirinçleri de tencereye ekleyin.2-3 dakika kavurduktan sonra tuz, karabiber, sumak, kuru nane ve pul biberi ekleyip karıştırın. Sıcak suyu ve nar ekşisini de ekleyip son kez karıştırın ve orta ateşte kaynayana kadar, ardından kısık ateşte suyunu çekene kadar pişirin.Hazırladığınız harç oda sıcaklığında yaklaşık 20 dakika dinlendikten sonra kuru patlıcanların içini 1 parmak boşluk kalacak şekilde doldurun, elinizde üst kısımlara bastırarak birleştirin. Ağız kısımları üste bakacak şekilde patlıcanları tencereye dizin.Bir kasede sıcak su, tuz ve sumağı karıştırıp 5 dakika bekletin. Ardından tel süzgeçle taneleri süzdürüp kalan suyu oda sıcaklığında soğutun. Tencereye dizdiğiniz patlıcanların üzerine sumaklı suyu ve zeytinyağını gezdirip tencerenin kapağını kapatın.Kaynamaya başlayana kadar orta ateşte, kaynadıktan sonra kısık ateşte yarım saat kadar pişirin. Servis etmeden önce dilerseniz üzerlerine zeytinyağı gezdirebilirsiniz. Ilık veya soğuk olarak servis edebilirsiniz. Afiyet olsun!"
155,Kokusunda Lezzet Var: Limonlu Vanilyalı Kurabiye,TATLI KURABİYE TARİFLERİ,"['102', '9', '123', '94', '94', '190', '121', '185', '99']","['tereyağı', 'yumurta', 'pudra şekeri', 'limon kabuğu rendesi', 'limonun suyu', 'vanilin', 'kabartma tozu', 'tuz', 'un']",1 tepsi,15 dakika,10 dakika,"Tereyağını kısık ateşte eritin ve oda sıcaklığında birkaç dakika dinlendirin. Erimiş tereyağı ve yumurtayı bir kabın içine alın. Hafifçe çırpın.İçine pudra şekerini ilave edin ve karıştırın.Ardından limon kabuğu rendesini, birkaç damla limon suyunu  ve vanilini ekleyin.Kabartma tozu, tuz ve unu eleyerek ilave edin. Karıştırarak homojen bir kurabiye hamuru elde edin.Hamuru streç film ile sarıp buzdolabında yaklaşık 1 saat dinlendirin.Çıkan hamuru iki yağlı kağıdın arasına alın. 1 - 1,5 cm kalığında olacak şekilde açın.Yuvarlak şekiller çıkararak yağlı kağıdın üzerine aktarın.180 derecede ısıtılmış fırında 8-10 dakika kadar pişirin.Renkleri hafif dönmeye başladığında fırından alın ve oda sıcaklığında dinlendirin. Soğuduktan sonra üzerlerine pudra şekeri serpiştirin.Dinlendikten sonra afiyetle tüketin."
156,Beklese de Olur: Bayatlamayan Poğaça,POĞAÇA TARİFLERİ,"['9', '24', '39', '23', '144', '100', '123', '99', '185', '188', '8', '9', '34', '170']","['yumurta', 'yoğurt', 'zeytinyağı', 'ılık süt', 'ılık su', 'yaş maya', 'toz şeker', 'un', 'tuz', 'az yağlı beyaz peynir', 'maydanoz', 'yumurta sarısı', 'ayçiçek yağı', 'çörek otu']",12 adet,30 dakika,30 dakika,"Ilık su ve sütü geniş bir karıştırma kabına alın. Yaş maya ve toz şekeri ekleyip karıştırdıktan sonra mayanın aktive olması için 10 dakika kadar bekletin.Maya tamamen eridikten sonra zeytinyağı, yoğurt, yumurta ve tuzu katın. Tüm malzemeyi elinizle karıştırın.Elenmiş un ve tuzu azar azar ekleyip hamuru toparlanana kadar yoğurmaya başlayın.Yumuşak ve yapışmayacak bir kıvamda bir hamur elde ettiğiniz zaman üzerini nemli bir bezle kapatıp 50 dakika kadar oda ısısında dinlendirin.İç harç için tüm malzemeleri karıştırın. Mayalanan hamurdan yumurta büyüklüğünde parçalar kopartıp avuç içinizde açın. Orta kısımlarına hazırladığınız iç harçtan bir tatlı kaşığı kadar katıp yuvarlayarak kapatın.Tepsiye aralıklı olarak dizdiğiniz hamurların üzerine ayçiçek yağıyla çırpılmış yumurta sarısı sürün. Tepsi mayası olarak da bilinen son mayalandırma işlemi için 10-15 dakika kadar bekletin.Önceden ısıtılmış 180 derecede 25-30 dakika pişirin. Sevdiklerinizle birlikte afiyetle yiyin."
